index,category_BUSINESS,category_COLLEGE,category_COMEDY,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9
1468,True,False,False,-0.0426830127835273,-0.0177626349031925,-0.0384690389037132,0.0398170761764049,-0.0323652438819408,-0.0145411072298884,-0.019170980900526,0.0306698568165302,-0.034281738102436,0.0151693765074014
1595,True,False,False,0.0079520819708704,0.0454301126301288,0.023536330088973,0.0283949077129364,0.0242273025214672,-0.0470918789505958,-0.0450275465846061,0.0279352609068155,0.0377101227641105,0.0256214030086994
1797,True,False,False,0.0389338359236717,0.0148837687447667,0.0347578637301921,-0.0186905302107334,0.0309026129543781,-0.0342968702316284,-0.0181259103119373,0.0002031028270721,-0.0042197527363896,0.0033110617659986
1798,True,False,False,0.0623589679598808,-0.1179393976926803,-0.0758499354124069,-0.1274928599596023,0.2035525292158126,0.0946361497044563,0.069364845752716,0.1141717582941055,0.1084377244114875,0.4413097202777862
2837,True,False,False,-0.0164181552827358,-0.0047025470994412,0.0091493604704737,-0.0066719441674649,-0.0352151021361351,0.0290765576064586,-0.0079121347516775,0.02267786860466,-0.0200048089027404,-0.011981913819909
3286,True,False,False,0.0188308004289865,-0.0071449517272412,0.0210395865142345,-0.0110514489933848,0.034329880028963,0.01356902718544,-0.0387138873338699,-0.0449118502438068,0.0296071879565715,0.0255923457443714
3379,True,False,False,-0.0435833930969238,-0.0428983867168426,-0.0222804155200719,0.0104006826877594,0.0349499285221099,0.0283166281878948,0.0194653756916522,0.0141706466674804,0.0039946972392499,0.0407207682728767
3387,True,False,False,-0.024240231141448,-0.0436377823352813,0.0402948856353759,-0.0234641321003437,0.0211849808692932,-0.0440216399729251,0.0192778706550598,0.0063277184963226,-0.0477211438119411,0.0368068031966686
3481,True,False,False,0.0418130755424499,0.0051938472315669,-0.0225086845457553,-0.0019640803802758,0.030175894498825,0.0228557288646698,-0.0050975354388356,0.0325113944709301,0.003086608601734,-0.0456542074680328
3857,True,False,False,0.0370307564735412,-0.0233802199363708,0.0302714351564645,0.0200159735977649,0.0425393991172313,0.0136759933084249,-0.0248635355383157,-0.0438273809850215,0.0004737496492452,-0.0012055278057232
4025,True,False,False,-0.027435515075922,0.0121600329875946,-0.0378423109650611,0.0176482014358043,-0.0130609516054391,-0.0136122228577733,-0.0220910403877496,-0.0340738967061042,-0.0192048586905002,-0.0296647846698761
4090,True,False,False,-0.0050417780876159,-0.0112824793905019,0.0080643473193049,0.0410462245345115,-0.0200031958520412,-0.0251466985791921,-0.0022978843189775,-0.0239352881908416,0.0013112425804138,-0.0371258705854415
4259,True,False,False,0.0425498113036155,0.0494598224759101,0.0220466740429401,-0.0018901347648352,0.0254873875528574,0.0364271700382232,-0.0474446229636669,0.0274409707635641,0.03492296859622,0.0365238562226295
4319,True,False,False,-0.0102706998586654,0.0102878510951995,-0.0444883331656456,-0.0277673192322254,0.0331475064158439,-0.0349349752068519,-0.0270822998136281,-0.0112643893808126,0.0026916861534118,-0.0175999160856008
4331,True,False,False,0.0432256832718849,-0.0359139069914817,0.025041114538908,-0.0386744923889637,0.0324874594807624,0.0298753082752227,0.0228112693876028,0.0492848344147205,-0.0244000311940908,0.0115730464458465
4364,True,False,False,-0.0226950254291296,-0.005525046493858,-0.028492147102952,-0.0487255156040191,0.036977432668209,0.0268801692873239,0.0439517423510551,-0.0250452049076557,-0.0357140898704528,0.0232595205307006
4387,True,False,False,-0.013696658425033,-0.0384303405880928,-0.0042901216074824,-0.0496776327490806,-0.0349455773830413,0.0309852603822946,0.017383461818099,0.0397701375186443,-0.0340732261538505,-0.0071410359814763
4427,True,False,False,0.0439955368638038,-0.0411975681781768,-0.0095109995454549,0.0189439710229635,0.0480571985244751,0.013279122300446,0.00919427908957,-0.046065617352724,0.0091238617897033,0.0318111069500446
4471,True,False,False,-0.0372685380280017,0.0446261949837207,0.0059385718777775,0.0370334386825561,0.0007757067796774,0.0447595492005348,-0.0008687824010848,0.042618203908205,0.0225323494523763,-0.027245208621025
4774,True,False,False,0.0338311418890953,-0.0332281701266765,-0.029959887266159,-0.0489164963364601,0.0241213254630565,-0.0071358233690261,-0.0154824797064065,-0.0376921482384204,0.0093720909208059,-0.031565137207508
4943,True,False,False,0.0206557568162679,0.0300956554710865,-0.0234888345003128,-0.041640568524599,-0.0196808669716119,-0.0417704954743385,0.0420201644301414,0.0384057238698005,-0.0042519331909716,0.0446157082915306
4983,True,False,False,0.0471323542296886,-0.0306112505495548,-0.022293159738183,0.0425546094775199,-0.0316680595278739,-0.016187235713005,-0.0122750727459788,0.0248338095843791,-0.0221488140523433,0.0092226443812251
5011,True,False,False,-0.0307567324489355,-0.1144111007452011,-0.1206379756331443,-0.4103362262248993,0.1663042157888412,0.0166000910103321,0.5679837465286255,0.2077551037073135,-0.3026123642921448,0.0604474171996116
5101,True,False,False,0.0179791636765003,-0.0454523786902427,-0.0136528108268976,-0.0036458759568631,0.0010138511424884,-0.0328356549143791,0.013887321576476,0.0064542712643742,-0.0322872400283813,-0.0470051988959312
5124,True,False,False,0.0142988683655858,-0.0451759584248065,0.0113390441983938,-0.0309622585773468,-0.0328708887100219,0.0154606346040964,-0.0080543402582407,0.0135211404412984,-0.0439893640577793,0.0123762311413884
5174,True,False,False,0.0473098941147327,0.0304351150989532,-0.0068646101281046,-0.018115147948265,0.0028355657123029,0.0237635858356952,-0.0043779253028333,0.024249518290162,-0.0483531728386879,0.0437445342540741
5664,True,False,False,-0.0099634556099772,0.021168828010559,-0.0014136105310171,0.0254426598548889,0.0297257490456104,0.0356643013656139,-0.0080285463482141,-0.0471705719828605,-0.0443894043564796,-0.0043698041699826
7191,True,False,False,-0.0029012381564825,0.0108635481446981,0.0287632290273904,0.0186489224433898,0.0062645436264574,-0.0084315929561853,0.0288340933620929,-0.0197521336376667,0.047077726572752,0.0138914231210947
7221,True,False,False,-0.0174247827380895,-0.016743779182434,-0.0186901427805423,-0.0004124522092752,0.016488516703248,-0.0323511362075805,-0.0497887544333934,-0.0237701442092657,0.0464330725371837,0.001567518687807
7249,True,False,False,-0.3357953429222107,-0.037802267819643,-0.0328264236450195,-0.5291675925254822,0.3848618566989898,0.0399265475571155,0.469088077545166,0.1891227662563324,-0.0637042075395584,-0.0175133030861616
7274,True,False,False,0.0263583771884441,-0.0249128155410289,-0.0453093759715557,0.0375132076442241,-0.0342432968318462,-0.0108508942648768,0.0153293907642364,-0.0258157849311828,0.0343861393630504,0.0439153425395488
7326,True,False,False,-0.1186557114124298,-0.1991512328386306,0.0615502297878265,-0.4916999340057373,-0.0589245073497295,0.1050293892621994,0.435210108757019,0.1048161461949348,-0.4711878895759582,0.1197264790534973
7362,True,False,False,0.0379441194236278,-0.1183865964412689,-0.0804418101906776,-0.132383108139038,0.200579360127449,0.1294050216674804,0.0481007657945156,0.1328846514225006,0.1305562853813171,0.4132900238037109
7525,True,False,False,0.0215984787791967,-0.0878754034638404,-0.1129559352993965,-0.1257684826850891,0.1951609700918197,0.1183277741074562,0.0459978021681308,0.1503935903310775,0.1126583293080329,0.4343624413013458
7773,True,False,False,0.0435947105288505,0.0359671488404274,0.0067241908982396,-6.634295277763158e-05,-0.0136557398363947,0.0406285151839256,-0.0420098230242729,-0.0184998605400323,-0.0103856232017278,0.0351915173232555
8010,True,False,False,-0.0425768829882144,0.0428188554942607,-0.0073130130767822,0.0107886912301182,-0.0393864214420318,-0.0445096343755722,0.0105692446231842,0.0034329057671129,-0.0166550781577825,0.0322427563369274
8078,True,False,False,-0.0123463841155171,0.0387403480708599,-0.0006993889692239,0.0412117056548595,-0.0002871424076147,-0.0455042459070682,0.0304702036082744,0.0493615865707397,-0.0298236813396215,-0.0479495152831077
8391,True,False,False,0.0472101643681526,-0.0001375347346765,0.024304574355483,-0.0072078793309628,0.0339004322886467,0.0072720111347734,-0.0407678261399269,0.0255868434906005,-0.0106445457786321,0.0315724834799766
8557,True,False,False,0.0368922725319862,-0.007701167371124,0.0081751523539423,0.0253464691340923,0.0426209867000579,-0.0334298834204673,0.0366477668285369,0.0255420506000518,-0.0493127778172493,-0.029133191332221
8761,True,False,False,0.0886682793498039,-0.0563220977783203,-0.1067839637398719,-0.1309687793254852,0.1874715983867645,0.1302483677864074,0.0385114215314388,0.1775825321674347,0.1367402672767639,0.4114029705524444
9011,True,False,False,-0.0488795638084411,0.0413822159171104,0.0310442149639129,0.0428459718823432,0.0070758461952209,0.0320080034434795,-0.0163270626217126,0.0475178062915802,-0.0242886096239089,0.0481674000620842
9277,True,False,False,0.0071730078198015,-0.0161145068705081,-0.019249677658081,0.0369825139641761,0.0014485776191577,0.0157166607677936,0.0163983460515737,-0.0454057231545448,-0.0444777384400367,0.0312277786433696
9278,True,False,False,0.0414870381355285,-0.0088202599436044,-0.0188075359910726,-0.036272719502449,-0.0420156233012676,-0.0300782583653926,-0.0048990817740559,-0.0357986390590667,0.0042883278802037,0.0001420319022145
9343,True,False,False,-0.0081382812932133,-0.0235084239393472,0.0399193279445171,-0.0117074819281697,0.0420284159481525,0.0276804622262716,0.0238419417291879,-0.0476397946476936,-0.0297339018434286,-0.0350068695843219
9385,True,False,False,-0.0425731800496578,-0.007560706231743,0.0144159197807312,-0.0239737145602703,-0.0498504564166069,-0.0074671506881713,-0.0449556484818458,0.0416560359299182,0.0304609723389148,-0.0461440607905387
9389,True,False,False,0.0279171057045459,-0.0082661155611276,0.036791156977415,0.043639488518238,-0.0139425275847315,-0.0258528627455234,0.0360247977077961,0.0061849951744079,-0.0183058436959981,0.0286235623061656
9650,True,False,False,0.0343645103275775,-0.027674650773406,-0.0075522451661527,0.0170026067644357,-0.0189794600009918,-0.0346804372966289,-0.0247755441814661,-0.0106497500091791,-0.0456743016839027,-0.0323473289608955
9891,True,False,False,0.0312868319451808,-0.0646933391690254,-0.0963674709200859,-0.1798473596572876,0.2300995290279388,0.1377007663249969,0.0542832426726818,0.1270991414785385,0.1342631578445434,0.4126996397972107
9969,True,False,False,-0.0485952273011207,0.0062326788902282,0.0451897382736206,0.0411747694015502,0.0282763950526714,-0.0438927598297596,0.0029024542309343,-0.0180368367582559,0.0277951247990131,-0.0399980992078781
10144,True,False,False,0.0337251350283622,-0.02641436830163,-0.0159388091415166,-0.0191729962825775,-0.0339085087180137,0.0272974967956542,-0.0012246400583535,-0.0355278551578521,-0.0360607206821441,-0.0021058111451566
10803,True,False,False,0.0302564911544322,-0.0301193092018365,-0.0353224612772464,-0.0380762666463851,-0.0181952863931655,0.0445083267986774,-0.0182194467633962,-0.0435617081820964,0.0353739745914936,-0.0026216059923171
10812,True,False,False,0.0170200876891613,-0.0365187041461467,0.0160076264292001,0.0415141955018043,0.035285897552967,0.0349559672176837,0.0234639644622802,0.0014291644329205,0.0257444027811288,-0.0268108006566762
10821,True,False,False,0.0214998666197061,0.0299778580665588,0.0131225530058145,-0.0234985593706369,0.0358479246497154,-0.0496854111552238,-0.0492688938975334,-0.0286565534770488,-0.017300110310316,-0.0244851969182491
10920,True,False,False,0.0084642767906188,0.0111638726666569,-0.0436876527965068,-0.0291908383369445,-0.0467525832355022,-0.0458214953541755,-0.0255387611687183,0.0219772160053253,-0.0471901297569274,-0.0029627352487295
11123,True,False,False,0.0105119999498128,-0.0159035176038742,0.026762057095766,0.0080715892836451,-0.0494601801037788,-0.0190951637923717,-0.0478591248393058,0.0397333092987537,-0.0198364648967981,0.0079094767570495
11259,True,False,False,0.0304226875305175,-0.0384542047977447,0.0217995755374431,0.0474801287055015,-0.013599875383079,-0.0187728218734264,-0.0271919779479503,0.006087786052376,0.0335092023015022,-0.0364467203617095
11369,True,False,False,-0.0439308211207389,0.0049056764692068,0.05002973228693,-0.0507692024111747,0.1279216706752777,0.0925934463739395,-0.0327370017766952,0.068867839872837,0.0847888216376304,-0.0195214245468378
11388,True,False,False,0.0352136865258216,-0.0034348578192293,0.014481222257018,0.027648514136672,0.0182749927043914,0.0347192101180553,0.0475111082196235,0.0114792641252279,-0.0443943366408348,-0.0013528823619708
11447,True,False,False,-0.0140512138605117,0.0358963087201118,0.0355498567223548,-0.0088934954255819,0.0297780223190784,0.0036047219764441,0.0135657489299774,0.0372802503407001,0.0419257692992687,-0.02646947465837
11656,True,False,False,0.0374897420406341,-0.0122695984318852,-0.045109249651432,0.019215190783143,0.0077917454764246,-0.0264518447220325,0.0387534089386463,-0.0237752106040716,0.0352269783616066,0.0134732481092214
11676,True,False,False,0.0267465896904468,0.022689115256071,0.0290110222995281,0.0348260216414928,-0.0010226219892501,0.0173062793910503,-0.026530060917139,-0.0191736724227666,-0.0213905423879623,-0.0490183234214782
11729,True,False,False,0.0116202235221862,-0.0087008150294423,0.0441288650035858,0.0311461202800273,-0.0480230674147605,0.0479244291782379,0.0342401787638664,0.0321520492434501,-0.0111049087718129,0.0091173527762293
11812,True,False,False,-0.0162074118852615,0.0151315927505493,0.0291305128484964,-0.012095445767045,-0.0400120131671428,-0.0017860382795333,0.0417693555355072,-0.0232007503509521,0.0015905260806903,0.0165826026350259
11814,True,False,False,0.0110340537503361,0.0300691239535808,0.036924947053194,0.0414815656840801,0.0364219844341278,-0.0197089705616235,0.0269341710954904,-0.0227533094584941,-0.0367209613323211,0.0169360823929309
11816,True,False,False,-0.021900251507759,0.0156965013593435,0.0136013925075531,0.0417302660644054,0.037987045943737,0.0439215302467346,0.0490474626421928,-0.0331683866679668,-0.0244290828704834,0.0050600827671587
11870,True,False,False,-0.0490020178258419,-0.014471435919404,-0.0061036022379994,0.0402428731322288,0.0131041584536433,0.0263712406158447,-0.0123869981616735,-0.0188308749347925,0.0360461547970771,-0.0495786890387535
11889,True,False,False,0.0054372372105717,-0.0348340757191181,0.0191832296550273,0.0379533283412456,0.0434422679245471,0.015103411860764,0.0141942622140049,0.046566255390644,-0.0222716033458709,0.0322833061218261
11986,True,False,False,-0.0090982737019658,-0.0108423773199319,-0.0236539132893085,0.030413944274187,0.0028142989613115,-0.0193998254835605,-0.0001889020204544,-0.0125393029302358,0.0432825312018394,-0.0162588562816381
12006,True,False,False,-0.0182329416275024,-0.0345020219683647,0.0129747334867715,0.0031441450119018,0.0281473584473133,-0.0469884239137172,0.016988605260849,-0.011535620316863,-0.0115770967677235,-0.0169152319431304
12184,True,False,False,0.0061251046136021,0.0309282299131155,0.032265443354845,-0.0370749533176422,-0.0341889187693595,-0.0457430183887481,-0.0249877776950597,-0.0243919994682073,-0.0049897730350494,-0.0313203707337379
12204,True,False,False,0.0216252692043781,-0.0144663276150822,-0.0137130860239267,0.0128950597718358,-0.0488981679081916,-0.0458897501230239,-0.0400787405669689,0.0434669740498065,-0.0417426452040672,-0.0144233284518122
12207,True,False,False,-0.0104653099551796,0.0185869932174682,0.0631106123328208,0.0339572206139564,-0.1168345063924789,0.2368272244930267,0.0858217850327491,0.1510892957448959,0.026328707113862,0.0683661252260208
12259,True,False,False,-0.0322290435433387,-0.0465377122163772,0.0247958898544311,-0.0496646650135517,-0.0249995775520801,0.0048890053294599,0.0464560687541961,0.0446725487709045,-0.0358563885092735,0.0165907498449087
12318,True,False,False,0.0461236350238323,0.031854011118412,0.0477308444678783,0.0354247204959392,-0.0006444543832913,0.0463153794407844,0.0297002084553241,0.0046542407944798,0.0240150094032287,-0.0184499360620975
12384,True,False,False,0.040028091520071,-0.1040882244706153,-0.077641375362873,-0.1303623765707016,0.2009918987751007,0.1442136764526367,0.0443537905812263,0.1292727291584015,0.148072749376297,0.426213651895523
12392,True,False,False,0.0154914734885096,0.0297493580728769,-0.0060563832521438,0.0325710289180278,0.0033735395409166,0.0245299153029918,-0.0445967987179756,-0.0118808774277567,-0.0164395160973072,-0.0278852079063653
12509,True,False,False,-0.073968306183815,0.0108504313975572,0.0707933455705642,-0.0402554757893085,-0.1066810488700866,0.2238103598356247,0.08981354534626,0.1075335592031478,0.0157442912459373,0.0861751437187194
12590,True,False,False,0.0072419522330164,0.0258037149906158,0.0345464535057544,0.0367141477763652,0.0144084636121988,-0.0207844637334346,-0.0021434635855257,0.0198992248624563,-0.0222819950431585,0.0068244514986872
12634,True,False,False,-0.0080345664173364,-0.0652341917157173,-0.086304485797882,-0.0463311299681663,0.0635426342487335,0.200631245970726,0.0582380853593349,0.0261174347251653,0.0523275732994079,0.3592489063739776
12666,True,False,False,0.0297733005136251,0.0202346555888652,0.0309224911034107,0.0335316583514213,0.0042088688351213,-0.0042610527016222,0.0335596315562725,0.01882947050035,-0.0283413045108318,0.0240022055804729
12667,True,False,False,0.028552770614624,-0.0126604586839675,0.0319482609629631,0.0046836910769343,-0.0091286329552531,0.0073489188216626,-0.0244168136268854,0.0131292520090937,0.0049602626822888,-0.0249699857085943
12894,True,False,False,-0.0590093396604061,-0.0327424332499504,-0.1748842597007751,-0.24419566988945,0.0257156137377023,0.0460713170468807,0.6289137601852417,0.2734447717666626,-0.3762941062450409,0.1145540550351142
12960,True,False,False,0.0125679252669215,0.0406319722533226,-0.0470693483948707,0.0363561436533927,0.0250851865857839,-0.0132934655994176,-0.0445306971669197,-0.0174485482275486,0.0385641232132911,0.0049281357787549
13091,True,False,False,-0.0050610154867172,0.0049756886437535,-0.0108772041276097,-0.012536346912384,-0.0448698140680789,0.0112683475017547,-0.0361161157488822,0.0493155010044574,0.0038849234115332,-0.0377169661223888
13124,True,False,False,0.0169534087181091,0.0494011715054512,-0.0261663794517517,0.0319607630372047,0.0484435781836509,-0.0254050586372613,0.0156154809519648,-0.0160354785621166,0.0039818822406232,0.0151675883680582
13188,True,False,False,-0.0415126159787178,-0.0848486572504043,-0.1727518439292907,-0.2240963727235794,0.0108253629878163,0.0315883383154869,0.6392419338226318,0.2923072874546051,-0.3513685166835785,0.1061016097664833
13308,True,False,False,0.0225956197828054,0.0317927710711956,0.0199611727148294,-0.0163561198860406,0.0307103581726551,-0.0092371134087443,0.0369202122092247,0.003475600387901,0.0406385287642478,-0.0043305964209139
13502,True,False,False,0.0368197038769722,5.84721556151635e-06,-0.0342947319149971,-0.0307346936315298,0.0310026165097951,-0.0202597174793481,0.034235693514347,0.0371946096420288,-0.0249689128249883,0.002772384788841
13514,True,False,False,-0.012018984183669,-0.0129825770854949,0.0470402427017688,0.0443847887217998,0.0153929414227604,0.0373061671853065,-0.0153400506824254,-0.0230318997055292,0.0012859761482104,0.0333745181560516
13516,True,False,False,-0.036875944584608,0.0102633656933903,0.018518591299653,-0.0215449389070272,-0.0140287186950445,0.0421622321009635,0.0258878525346517,0.0200398620218038,-0.0445321463048458,0.0398978516459465
13608,True,False,False,-0.0035115361679345,-0.0425382591784,0.0214794389903545,-0.0496054962277412,0.0174879617989063,-0.0341523364186286,0.0127197382971644,0.0233954899013042,-0.0122927548363804,-0.0303327143192291
13632,True,False,False,0.016402119770646,0.0205026622861623,0.0389550998806953,-0.0366567559540271,-0.0474657341837883,0.0157062299549579,0.0093666138127446,0.0115928528830409,0.0369513928890228,0.0394213870167732
13680,True,False,False,-0.0307304710149765,0.0427128560841083,0.0469491481781005,0.0075794039294123,-0.0119383931159973,-0.0177204422652721,0.0049504516646265,-0.0335740149021148,-0.0032231151126325,0.0023330389522016
13784,True,False,False,0.044602770358324,0.0132165253162384,-0.0294379647821187,0.0194337554275989,0.016917610540986,-0.0404307357966899,-0.0240090899169445,-0.0478779003024101,0.0389180406928062,0.0030866563320159
13799,True,False,False,0.0138381542637944,-0.0404856391251087,-0.0338178910315036,-0.009106975980103,0.0183177478611469,-0.0183830615133047,-0.0490999780595302,0.0176548846065998,0.0329253301024436,0.0042015193030238
14298,True,False,False,0.018844062462449,0.0480682849884033,-0.0182853005826473,0.005325567908585,-0.0295933745801448,-0.0356027968227863,-0.029706448316574,-0.0269501097500324,-0.0203840732574462,0.0071169855073094
14607,True,False,False,-0.040135383605957,-0.0401574000716209,-0.0254029147326946,0.0096911545842885,-0.0117877544835209,-0.0208320617675781,0.0086089670658111,0.0292261485010385,-0.0292722322046756,0.0072360457852482
14669,True,False,False,0.0049706757999956,0.0144927259534597,-0.0357932671904563,-0.0164254605770111,0.0416774861514568,-0.0465779080986976,-0.0069187642075121,0.003608024213463,-0.0325343422591686,-0.0028422146569937
14672,True,False,False,-0.1880402415990829,-0.2166872471570968,-0.0145484320819377,-0.6654509902000427,0.159913569688797,0.0793695226311683,0.3657389879226684,0.1777807027101516,-0.2497432827949524,0.074407160282135
14726,True,False,False,0.0151800094172358,-0.0378640890121459,-0.0360267385840415,0.0002266347437398,0.0081518590450286,-0.0385122261941432,-0.0194796361029148,-0.0122401323169469,0.0023190141655504,0.0368315353989601
14767,True,False,False,-0.0297316629439592,-0.0560045465826988,-0.1960450857877731,-0.2636318802833557,0.0564387403428554,0.0609235204756259,0.6369417309761047,0.2724020481109619,-0.335507333278656,0.0963119640946388
14798,True,False,False,0.0921515896916389,-0.1049849987030029,-0.0811587870121002,-0.1887335181236267,0.2046364247798919,0.1250724345445633,0.0548064559698104,0.144519567489624,0.1359796524047851,0.4147493839263916
14837,True,False,False,-0.0435614325106143,-0.0200493186712265,-0.0408738516271114,-0.0316373780369758,0.0097698271274566,-0.0284570250660181,0.0402070209383964,-0.0081708934158086,0.0393527075648307,0.0014467894798144
14910,True,False,False,-0.0398624166846275,0.004948359914124,0.0397627539932727,0.0159739851951599,-0.0183392912149429,0.021136075258255,-0.0152101870626211,0.0254055615514516,0.0136308846995234,0.01379737816751
14933,True,False,False,-0.1336909979581833,-0.217069387435913,0.0002194915723521,-0.6606943011283875,0.1938441842794418,0.0431091114878654,0.3616479635238647,0.171418085694313,-0.2872481048107147,0.0766952112317085
14994,True,False,False,-0.0285713784396648,-0.0162525810301303,-0.0240208245813846,-0.0201173461973667,-0.0060740383341908,0.0297688543796539,0.0366043150424957,0.0322502963244915,0.0353059954941272,-0.0088858129456639
15022,True,False,False,0.0685087293386459,0.0089859003201127,-0.3033812642097473,-0.002512332284823,-0.1393724530935287,-0.113668605685234,0.5965926647186279,0.1649167537689209,-0.4321434795856476,-0.0045045064762234
15127,True,False,False,0.0169793479144573,-0.0407418124377727,-0.0400124974548816,-0.0021097778808325,0.0171964578330516,0.0486872382462024,-0.0171799752861261,-0.0194726940244436,-0.0169353988021612,-0.0156224546954035
15168,True,False,False,-0.0256262235343456,-0.011216664686799,-0.0325107276439666,0.0281526260077953,-0.0419891700148582,0.019985269755125,0.0450257062911987,0.0362685024738311,-0.0379684790968894,0.0078771952539682
15195,True,False,False,-0.022905820980668,0.0128332618623971,-0.0397985205054283,0.0367160253226757,-0.0489787608385086,0.0476044528186321,0.0479018576443195,-0.0119473431259393,0.012283164076507,-0.0121664432808756
15394,True,False,False,0.0202731136232614,-0.0129487244412302,-0.0314796343445777,-0.0200624577701091,0.0233049094676971,0.0356618650257587,-0.026130074635148,-0.0277256183326244,-0.0107961688190698,0.0484954044222831
15435,True,False,False,0.0057093738578259,-0.0008785038953647,0.033017911016941,-0.0180736444890499,0.0009169459226541,-0.0088605405762791,0.0116236507892608,-0.0204857252538204,0.0198740419000387,-0.0426281169056892
15464,True,False,False,0.0051574828103184,0.0339348204433918,0.0471822842955589,-0.0237987749278545,0.0442818216979503,0.010346233844757,-0.0169087015092372,0.0302050225436687,0.0032343328930437,0.0462249815464019
15468,True,False,False,-0.019287958741188,0.0093346955254673,-0.0345779173076152,-0.0325523130595684,0.0487936548888683,-0.035298328846693,-0.0169767793267965,0.0167677998542785,0.0054935277439653,-0.0053133307956159
15550,True,False,False,-0.0109626706689596,-0.0386095307767391,-0.0371537320315837,0.0493354201316833,0.0295422486960887,-0.0006504625198431,-0.0149406194686889,0.028594160452485,-0.0428241416811943,0.0059497775509953
15681,True,False,False,-0.0115991979837417,0.0215502921491861,-0.0325364544987678,0.0492477230727672,0.035166673362255,0.0326654091477394,0.0312203355133533,0.0422256104648113,0.0147251728922128,-0.0471925213932991
16037,True,False,False,0.0259982291609048,0.0159664694219827,0.0243644714355468,0.0236817114055156,0.0094567593187093,-0.0031807511113584,-0.0326514653861522,-0.0230048894882202,0.0006834745290689,-0.0367581844329834
16068,True,False,False,0.0204205457121133,-0.0320044569671154,-0.032502494752407,-0.0330759063363075,-0.0151434987783432,-0.0289212577044963,0.0497434027493,0.038918100297451,-0.02038299664855,0.0454800054430961
16210,True,False,False,-0.0735055357217788,-0.1819760948419571,0.0196906421333551,-0.4893215894699096,-0.050649557262659,0.1430890709161758,0.4429455399513244,0.0891400054097175,-0.4851636886596679,0.1029298081994056
